product_id,loves_count,rating
P476892,602,5.0
P435790,597,5.0
P504019,596,5.0
P501585,595,5.0
P483459,587,5.0
P505316,518,5.0
P504518,515,5.0
P503632,501,5.0
P469829,482,5.0
P483084,476,5.0
P501711,441,5.0
P505174,435,5.0
P503220,433,5.0
P505387,430,5.0
P460438,423,5.0
P502269,402,5.0
P504049,400,5.0
P502055,346,5.0
P476571,326,5.0
P505352,309,5.0
P502065,297,5.0
P500444,287,5.0
P504414,273,5.0
P502059,260,5.0
P503906,191,5.0
P504322,177,5.0
P418861,113,5.0
P505209,48,5.0
P505210,27,5.0
P505381,23,5.0
P505044,17,5.0
P505392,13,5.0
P455915,0,5.0
P431156,0,5.0
P422052,0,5.0
P392935,0,5.0
P501404,6772,4.9937
P483676,2304,4.9841
P505019,2892,4.9825
P504027,1549,4.9818
P501978,345,4.9722
P502075,1829,4.9648
P502031,2189,4.9643
P472305,1163,4.963
P476676,3104,4.9623
P504902,2855,4.9623
P480605,4142,4.9583
P453274,1842,4.9545
P475069,2632,4.9518
P419466,10899,4.9492
P504016,1039,4.9487
P504031,940,4.9487
P445811,3025,4.9474
P505233,547,4.9474
P456977,17955,4.9444
P504326,1485,4.9444
P504009,1244,4.9412
P423163,4608,4.9375
P504159,1267,4.9375
P505131,297,4.9333
P503054,15984,4.9286
P505047,254,4.9268
P500723,11214,4.9249
P501326,6801,4.9231
P450810,4658,4.9231
P472051,4060,4.9231
P502831,1536,4.9231
P505338,654,4.9231
P505133,204,4.9231
P502212,1522,4.9216
P500714,9613,4.9211
P502161,4440,4.9179
P472322,26145,4.9167
P483152,668,4.9167
P501703,2238,4.9149
P504176,1191,4.9143
P475993,13447,4.9118
P504005,581,4.9111
P504004,1884,4.9109
P432089,11686,4.9091
P480450,5715,4.9091
P502204,1522,4.9091
P467028,3372,4.9067
P504014,727,4.9053
P500849,7417,4.9048
P502229,3942,4.9048
P483070,4378,4.9032
P504059,1554,4.9032
P503991,1595,4.9009
P504026,1333,4.9009
P375376,9776,4.9
P463090,9671,4.9
P501577,4467,4.9
P472337,3595,4.9
P482301,19045,4.8994
P465803,11904,4.8993
P481119,4652,4.8983
P503754,6596,4.8966
P503197,5754,4.895
P474057,6167,4.8947
P505142,328,4.8947
P502986,1060,4.8915
P504918,10121,4.8913
P504637,278,4.8898
P502023,13959,4.8889
P502987,6667,4.8889
P503262,6469,4.8889
P385254,4612,4.8889
P503759,2885,4.8889
P500447,761,4.8889
P475068,3804,4.8884
P473327,46438,4.8867
P503895,7932,4.8857
P501997,2457,4.8857
P481120,4611,4.8846
P504199,1159,4.8846
P500715,11469,4.8842
P503992,4444,4.8839
P434008,18974,4.8824
P467112,8312,4.8824
P500779,4272,4.8824
P504884,691,4.8802
P503922,3245,4.88
P436759,1935,4.88
P476679,5082,4.8795
P504024,1596,4.8785
P480593,8759,4.8784
P505016,4512,4.8769
P469110,2724,4.8765
P503920,7097,4.876
P475067,2596,4.8756
P504051,31752,4.8751
P504015,28698,4.875
P504325,26624,4.875
P460845,11278,4.875
P501474,8989,4.875
P70400,7900,4.875
P504132,7509,4.875
P504164,5796,4.875
P500018,5553,4.875
P504303,5528,4.875
P504292,5319,4.875
P502022,1538,4.875
P428446,1281,4.875
P501963,822,4.875
P453276,713,4.875
P504841,394,4.875
P505378,43,4.875
P500749,11008,4.8726
P474030,1905,4.871
P390708,1653,4.871
P479628,1611,4.871
P502491,9046,4.8698
P457002,6806,4.8696
P504787,2866,4.8691
P504900,2183,4.8688
P480645,3101,4.8684
P504885,10516,4.8683
P500156,1894,4.8676
P475071,2779,4.8673
P504025,35662,4.8667
P481973,2538,4.8667
P504517,1880,4.8667
P501193,9034,4.8657
P505711,164,4.8654
P505139,274,4.8646
P474838,1748,4.8636
P475062,9283,4.8621
P502640,2309,4.8621
P504029,10314,4.8619
P484022,1495,4.8615
P480376,4210,4.8605
P502303,6060,4.8597
P454061,7315,4.8571
P479478,5302,4.8571
P474134,4487,4.8571
P429560,3764,4.8571
P427514,2813,4.8571
P400059,2046,4.8571
P500502,1826,4.8571
P409227,1652,4.8571
P427616,0,4.8571
P392937,0,4.8571
P504685,358,4.8553
P482260,2203,4.8548
P436761,3039,4.8545
P504886,4079,4.8528
P469079,43470,4.8523
P504040,1713,4.8519
P505158,340,4.8514
P382378,15548,4.8511
P502259,1098,4.8509
P479832,6440,4.8505
P454975,8051,4.85
P6986,6500,4.85
P483644,3822,4.85
P502455,8946,4.8488
P504824,221,4.848
P504797,163,4.848
P458747,218384,4.8471
P501450,11050,4.8462
P383082,2436,4.8462
P457011,0,4.8462
P504849,12092,4.8454
P504429,3242,4.8445
P502211,4753,4.8444
P219907,16364,4.8439
P503936,6292,4.8434
P505040,648,4.8434
P501727,4752,4.8421
P408037,3203,4.8421
P480175,8645,4.8418
P500153,5707,4.8415
P180727,27319,4.8405
P471294,6620,4.8403
P468634,17355,4.84
P484067,8281,4.8391
P504506,2589,4.8387
P375123,4152,4.8378
P480369,3877,4.8372
P382399,14817,4.8367
P481722,6453,4.8367
P504835,708,4.8363
P504792,221,4.8363
P504073,1949,4.836
P504338,1389,4.8358
P479831,6147,4.8353
P420016,68791,4.8346
P469802,14674,4.8333
P502051,13827,4.8333
P469515,13705,4.8333
P396308,5075,4.8333
P469039,4006,4.8333
P469038,3429,4.8333
P474123,3374,4.8333
P500127,2465,4.8333
P503820,1723,4.8333
P502008,1180,4.8333
P504896,1022,4.8333
P504294,1175,4.832
P503651,10448,4.8319
P475070,3403,4.83
P473725,20307,4.8299
P504617,3118,4.8294
P169301,14544,4.8292
P504173,3606,4.8286
P501987,307,4.8286
P173726,133163,4.8284
P455648,50037,4.8284
P475074,7684,4.8283
P502014,966,4.8276
P477797,7877,4.8269
P504421,5527,4.8268
P430239,56445,4.8267
P501321,10922,4.8262
P502081,2936,4.8261
P502197,3226,4.8256
P500862,2253,4.8252
P480596,8670,4.825
P503668,20730,4.8242
P449105,16233,4.8235
P481348,13939,4.8235
P459128,9243,4.8235
P481719,5613,4.8235
P390005,3898,4.8235
P484023,872,4.8226
P382383,8166,4.8222
P504311,1398,4.8221
P504287,1058,4.8221
P500412,5266,4.8214
P501975,322,4.8214
P470062,6420,4.8211
P473261,38241,4.8206
P476436,4221,4.8205
P504293,15065,4.8189
P502326,5274,4.8189
P504043,14652,4.8186
P504821,11286,4.8182
P476014,7429,4.8182
P473323,4370,4.8182
P470247,2170,4.8182
P501983,1491,4.8182
P502017,1442,4.8182
P501992,513,4.8182
P504785,1791,4.8173
P459129,5462,4.8172
P482005,728,4.8171
P503224,2523,4.8169
P467796,18888,4.8163
P483068,4493,4.8163
P471060,33784,4.816
P500111,864,4.8148
P483679,24293,4.814
P501970,481,4.814
P405416,2831,4.8125
P468423,13996,4.8123
P482051,11491,4.8122
P448731,2706,4.8119
P502848,2761,4.8113
P422492,6958,4.8108
P482710,28227,4.8093
P474115,3033,4.8085
P480647,2074,4.8082
P503814,3898,4.8081
P394949,53079,4.8077
P398365,6510,4.8073
P472069,73770,4.8072
P502469,10754,4.8059
P470533,17964,4.8056
P504010,1885,4.8056
P503003,664,4.8049
P237115,1080,4.8043
P474854,12214,4.8036
P482025,1453,4.8031
P474045,5647,4.8025
P500716,3206,4.8023
P183733,4712,4.8014
P481501,3749,4.801
P501190,10107,4.8008
P424076,18871,4.8
P456964,16452,4.8
P504332,9485,4.8
P454358,8341,4.8
P500891,6527,4.8
P503872,6510,4.8
P468858,6367,4.8
P480644,6119,4.8
P433472,4984,4.8
P503907,4250,4.8
P422493,3682,4.8
P472460,3580,4.8
P504313,3420,4.8
P429628,3075,4.8
P502827,1769,4.8
P502011,1642,4.8
P504862,1623,4.8
P481834,1615,4.8
P432820,1526,4.8
P475095,1463,4.8
P502294,560,4.8
P505049,2065,4.7984
P122635,3294,4.7976
P503899,3076,4.7976
P502222,63404,4.7975
P458749,24828,4.7973
P479841,30022,4.797
P451939,15475,4.7959
P481743,9271,4.7955
P501982,1727,4.7955
P501449,24418,4.7944
P500243,15504,4.7943
P500240,9681,4.7943
P480274,4693,4.7939
P483484,51278,4.7937
P409118,460449,4.7931
P74557577,31192,4.7931
P472023,3446,4.7929
P479497,8304,4.7927
P504669,8999,4.7925
P389120,99333,4.7919
P469458,15817,4.7917
P474083,4047,4.7908
P474084,1771,4.7908
P500302,2135,4.7907
P481072,1929,4.7903
P501974,826,4.7895
P504892,790,4.7895
P476674,2393,4.7887
P455643,14915,4.7886
P470066,18152,4.7885
P500479,5122,4.7879
P500486,2555,4.7879
P243320,17867,4.7873
P500398,10399,4.7869
P428809,52445,4.7866
P505167,3494,4.7857
P501960,2171,4.7857
P504050,855,4.7857
P459130,2777,4.785
P501512,36867,4.7849
P500887,21352,4.7849
P502322,5447,4.7849
P500406,7597,4.7846
P474822,17736,4.7843
P504589,726,4.7843
P502676,1077,4.7841
P501809,27021,4.784
P481117,7732,4.7836
P500759,17937,4.7835
P502035,1802,4.7831
P500467,2769,4.7826
P500498,1733,4.7826
P472810,4851,4.7825
P481335,7269,4.7824
P504907,4476,4.7824
P502191,4293,4.7824
P474122,4940,4.7813
P471278,17324,4.7803
P480189,19428,4.78
P505045,2870,4.78
P12569,8783,4.7792
P500425,10937,4.7784
P472489,86644,4.7783
P475060,7111,4.7783
P471011,7837,4.7778
P500702,7654,4.7778
P503997,4870,4.7778
P500895,3307,4.7778
P501532,3305,4.7778
P448546,3148,4.7778
P500781,2543,4.7778
P483080,1957,4.7778
P502313,1307,4.7778
P500443,646,4.7778
P313020,98631,4.7776
P460733,11333,4.775
P455996,45622,4.7742
P501953,304,4.7742
P389110,11830,4.7729
P503114,18255,4.7727
P468706,16167,4.7727
P422481,5310,4.7727
P500633,21533,4.7724
P500624,46900,4.7719
P480191,2824,4.7708
P504076,933,4.7705
P475058,12561,4.7694
P138300,35626,4.7692
P475974,6079,4.7692
P472817,5637,4.7692
P469833,3526,4.7692
P500483,1693,4.7692
P500468,1177,4.7692
P505140,422,4.7692
P481697,8306,4.7688
P500705,2193,4.7681
P504056,1944,4.7677
P473311,7250,4.7672
P501496,14584,4.7668
P500288,24674,4.766
P505023,1773,4.766
P505006,1500,4.766
P504146,292,4.766
P417913,73207,4.7657
P478021,3771,4.7656
P480165,20010,4.7653
P162529,4001,4.7653
P270302,44513,4.7652
P501473,25468,4.7652
P500325,1846,4.7647
P472451,17013,4.764
P502200,1808,4.764
P504427,2687,4.7636
P503667,4335,4.7635
P504894,5508,4.7634
P501812,5828,4.7632
P472302,12209,4.7631
P12571,10670,4.7614
P501017,961,4.7612
P472025,6564,4.7602
P392522,8559,4.76
P503827,14766,4.7588
P474806,14660,4.7581
P502281,1126,4.7564
P454116,50752,4.7558
P503913,6823,4.7556
P471111,8346,4.7554
P501500,20794,4.7552
P408230,26393,4.7547
P483127,13387,4.7545
P472486,12572,4.7544
P482068,3758,4.7544
P469507,42037,4.7535
P482302,8542,4.7529
P480628,9601,4.7526
P502079,36292,4.7524
P504044,3498,4.7518
P425008,32654,4.7514
P501722,18182,4.75
P455662,15728,4.75
P480284,12449,4.75
P502297,12093,4.75
P421923,12075,4.75
P454333,11515,4.75
P461634,7290,4.75
P474109,7120,4.75
P12542,6183,4.75
P467972,5557,4.75
P482507,4980,4.75
P377718,4948,4.75
P472342,4881,4.75
P501172,4043,4.75
P469882,3910,4.75
P503763,3685,4.75
P501228,3536,4.75
P397025,3425,4.75
P467608,2689,4.75
P448560,1859,4.75
P500116,1413,4.75
P475991,1003,4.75
P501719,646,4.75
P501685,550,4.75
P505214,213,4.75
P462849,0,4.75
P472330,50512,4.7489
P503690,2975,4.7489
P504593,1711,4.7474
P468384,82865,4.7471
P481701,11518,4.7467
P501157,12157,4.7459
P460814,35523,4.745
P504602,2050,4.7447
P475914,9133,4.744
P440639,5474,4.7431
P384059,158547,4.7427
P474847,50726,4.7424
P501180,16279,4.7419
P472024,2472,4.7419
P481142,7915,4.7416
P474823,11560,4.7415
P503815,1359,4.7413
P12430,29888,4.741
P465302,4152,4.741
P479833,3189,4.741
P430174,3041,4.7407
P500881,2570,4.7407
P481118,9925,4.7405
P482709,95820,4.7403
P4489,3250,4.7403
P270707,20984,4.74
P447375,87043,4.7399
P504813,3989,4.7391
P500434,1569,4.7391
P474075,7135,4.739
P504433,21691,4.7386
P193248,6415,4.7381
P470535,6963,4.7377
P399166,17636,4.7368
P447604,8818,4.7368
P122682,1811,4.7368
P502019,1206,4.7368
P480282,26936,4.7367
P482540,5581,4.7366
P500062,6095,4.7365
P482074,41405,4.7361
P186402,19367,4.7358
P504045,11846,4.7357
P482692,24759,4.7355
P504155,1724,4.7354
P503074,2369,4.7353
P471556,61847,4.7352
P503156,3311,4.7349
P504795,13371,4.7333
P473306,3931,4.7333
P448851,3505,4.7333
P457262,3089,4.7333
P12539,3058,4.7333
P467034,2411,4.7333
P481391,13359,4.7329
P504041,23277,4.7322
P501995,1217,4.7317
P502024,683,4.7317
P417916,59280,4.7313
P454732,30855,4.7313
P398713,4420,4.7308
P500400,11394,4.7306
P470227,7452,4.7306
P122665,4621,4.7305
P421291,57439,4.73
P469519,37158,4.73
P469520,27344,4.73
P469086,21304,4.73
P503891,13619,4.7299
P224300,11561,4.7297
P481821,25064,4.7291
P403913,18131,4.7291
P502170,10006,4.7289
P448865,15926,4.7287
P474824,15061,4.7287
P473151,4559,4.7283
P504317,987,4.728
P473331,9477,4.7279
P475540,28597,4.7273
P503809,7214,4.7273
P503333,6683,4.7273
P475149,3963,4.7273
P500410,3829,4.7273
P476736,2010,4.7273
P501958,1282,4.7273
P454987,8972,4.7268
P481123,13945,4.7264
P471256,27127,4.726
P503726,9940,4.726
P54444,16165,4.7253
P479645,10901,4.7252
P501327,53653,4.7251
P444470,9940,4.7241
P455661,26391,4.7232
P477961,5836,4.7229
P458573,8564,4.7222
P454029,4838,4.7222
P502436,4180,4.7222
P504446,1098,4.7222
P474831,10153,4.7219
P433973,8129,4.7217
P448732,2342,4.7212
P431732,3352,4.72
P406576,228037,4.7197
P224900,3956,4.7192
P504788,5547,4.7188
P500405,2010,4.7188
P456972,7984,4.7186
P482668,37560,4.7183
P502859,2937,4.7179
P469055,38124,4.7174
P122770,2860,4.7174
P477838,131018,4.717
P475172,12664,4.717
P437230,22968,4.7168
P482684,27102,4.7165
P502169,10557,4.7162
P412091,43376,4.7153
P448161,47248,4.7151
P479342,69220,4.7143
P501462,60752,4.7143
P477825,18600,4.7143
P500238,13165,4.7143
P500265,11111,4.7143
P463984,10815,4.7143
P455663,8198,4.7143
P74789566,6214,4.7143
P480591,4894,4.7143
P469828,2859,4.7143
P480346,2610,4.7143
P470246,2391,4.7143
P469112,2129,4.7143
P469450,1739,4.7143
P480623,1526,4.7143
P481742,1162,4.7143
P483108,1137,4.7143
P502000,846,4.7143
P504451,1568,4.7137
P504163,1948,4.7135
P504140,893,4.7135
P505054,1024,4.7134
P502761,2887,4.7127
P502271,2152,4.7125
P504335,828,4.7123
P503879,28506,4.7118
P411325,18663,4.7115
P503682,7050,4.7115
P502258,805,4.7115
P500294,14832,4.7111
P122654,10245,4.7107
P502353,5635,4.7107
P382751,46412,4.7105
P504616,1349,4.7105
P475606,11744,4.7103
P479459,12195,4.7097
P481410,2631,4.7097
P479852,22152,4.7096
P461463,28599,4.7093
P457811,27666,4.7091
P469514,13813,4.7091
P505218,317,4.7091
P481126,4473,4.7083
P448735,2966,4.7083
P482730,23331,4.7082
P500778,5554,4.708
P500857,15103,4.7074
P503683,6248,4.7073
P379573,7366,4.7071
P384903,35546,4.707
P467970,3602,4.7069
P58930227,329192,4.7068
P201400,15805,4.7067
P480368,5888,4.7065
P483477,10900,4.7059
P480584,5831,4.7059
P469505,11291,4.7055
P503741,22871,4.7053
P34908923,104926,4.705
P500844,5671,4.7048
P504161,6674,4.7047
P429547,15184,4.7045
P501739,978,4.7045
P504988,606,4.7037
P479692,8685,4.7033
P504130,1473,4.7033
P193245,15336,4.7031
P482659,24101,4.703
P503246,1878,4.7028
P505462,96,4.7027
P456997,4921,4.7021
P469537,26274,4.702
P479830,6161,4.7016
P479701,4497,4.7011
P500614,5176,4.701
P4490,7487,4.7009
P467138,16473,4.7
P9576,12834,4.7
P469539,8228,4.7
P460744,7804,4.7
P377719,5870,4.7
P468850,4096,4.7
P469034,1866,4.7
P480378,1620,4.7
P501030,10478,4.6995
P482759,6761,4.6995
P455650,33420,4.6991
P504312,13815,4.6988
P501282,13256,4.6986
P471000,4845,4.6982
P453923,12656,4.6975
P467449,138563,4.6973
P474832,21441,4.6973
P504604,9885,4.6973
P475152,9262,4.6972
P502395,1645,4.6972
P502393,1471,4.6972
P474131,3325,4.697
P502178,4994,4.6968
P434402,40523,4.6966
P461611,18683,4.6966
P227402,22514,4.6964
P443352,110141,4.696
P423688,95311,4.696
P467614,4599,4.6959
P454744,35039,4.6957
P504510,1279,4.6957
P483457,3023,4.6954
P433131,96023,4.6951
P69300,187062,4.695
P479313,17314,4.695
P12577,3160,4.6949
P502073,11716,4.6948
P455646,17226,4.6943
P469466,1666,4.6939
P483696,3860,4.6937
P504042,10190,4.6936
P480365,24668,4.6933
P380994,6851,4.6933
P441825,6640,4.6927
P475072,2503,4.6927
P501332,32535,4.6923
P481409,12871,4.6923
P500016,9182,4.6923
P414027,6534,4.6923
P425430,4796,4.6923
P462416,4078,4.6923
P269120,21130,4.6917
P482269,6781,4.6917
P500696,7827,4.6915
P500244,16592,4.6912
P500629,26598,4.6911
P453826,8888,4.6909
P481060,6812,4.6909
P36680,24003,4.6905
P480466,10283,4.6905
P419011,9178,4.6905
P475094,1765,4.6905
P500039,21558,4.6903
P502850,19000,4.69
P379449,98295,4.6898
P483697,7728,4.6898
P482264,73465,4.6897
P425329,6511,4.6897
P9009,21034,4.6895
P501412,17491,4.6893
P503817,1165,4.6892
P474107,3261,4.6889
P504148,9780,4.6882
P503143,21308,4.6881
P501421,4482,4.6881
P500309,98661,4.688
P469118,4950,4.6879
P482660,3481,4.6879
P500314,67936,4.6878
P376737,23272,4.6876
P500627,19440,4.6875
P473724,12475,4.6875
P136025,8056,4.6875
P236605,6491,4.6875
P399961,4267,4.6875
P476456,2477,4.6875
P504186,3120,4.6872
P502442,7079,4.687
P504125,31946,4.686
P313012,93374,4.6859
P501786,1103,4.6857
P475073,6317,4.6852
P421783,5588,4.6849
P476010,8679,4.6848
P474121,3783,4.6848
P504315,1962,4.6848
P483138,12422,4.6844
P500333,964,4.6842
P435939,24381,4.6836
P482675,1695,4.6832
P500102,17719,4.6829
P503938,12468,4.6825
P470221,14773,4.682
P481732,7564,4.682
P12573,123439,4.6818
P69517,105734,4.6818
P420514,21133,4.6818
P481174,7598,4.6818
P500641,5242,4.6818
P481392,7843,4.6817
P459138,73234,4.6814
P2046,10378,4.6813
P502188,52186,4.681
P443623,59552,4.6809
P378821,278053,4.6801
P465741,28060,4.6801
P474125,2820,4.68
P474932,20549,4.6797
P501254,46292,4.6795
P501570,24615,4.6795
P462834,6130,4.6791
P504184,1893,4.6791
P474308,1622,4.6791
P384534,31720,4.6787
P481129,11333,4.6786
P455839,5972,4.6786
P461642,4447,4.6786
P429916,44088,4.6783
P504276,2714,4.6783
P481122,5401,4.6782
P500756,16175,4.6781
P418389,1476,4.6777
P502707,19732,4.6772
P461610,24188,4.6766
P474843,5913,4.6763
P430348,5815,4.6763
P500055,5384,4.6763
P474100,50959,4.6761
P468718,1736,4.6761
P12790,155043,4.676
P479318,56372,4.6759
P504022,7178,4.6759
P476681,4697,4.6757
P481086,936,4.6753
P479951,7294,4.675
P500310,3051,4.675
P484051,5089,4.6748
P484052,4862,4.6748
P280564,37342,4.6747
P475630,36699,4.6747
P464238,5504,4.6744
P501217,6415,4.6741
P482681,5368,4.6741
P500305,867,4.6737
P79502,3007,4.6735
P501949,1522,4.6735
P39675,12115,4.673
P430304,20139,4.6728
P457510,14955,4.6727
P501740,1471,4.6727
P457458,31828,4.6723
P505024,770,4.6723
P505026,432,4.6723
P481115,5406,4.6722
P481355,5962,4.672
P482002,18789,4.6713
P258612,181709,4.6711
P479703,2655,4.6709
P450587,2843,4.6705
P378145,189954,4.6703
P474102,17112,4.6702
P384060,617437,4.6701
P448864,4403,4.6701
P244510,21246,4.67
P502630,4892,4.6696
P472021,14376,4.6687
P476009,4769,4.6687
P481831,11386,4.6686
P501775,36272,4.6685
P500301,36145,4.6685
P482758,28379,4.6683
P4095,10278,4.6683
P500051,32649,4.6681
P471059,110146,4.6678
P410535,59496,4.6673
P504200,36484,4.6667
P503556,15336,4.6667
P471793,14266,4.6667
P480627,13376,4.6667
P474942,12369,4.6667
P481996,11410,4.6667
P438362,11331,4.6667
P457441,9475,4.6667
P461200,9000,4.6667
P434401,8827,4.6667
P501195,8625,4.6667
P454062,8420,4.6667
P504810,5826,4.6667
P501689,5668,4.6667
P467969,5350,4.6667
P480373,5141,4.6667
P398675,5110,4.6667
P457279,4857,4.6667
P500888,4798,4.6667
P477493,4608,4.6667
P503216,4569,4.6667
P500605,4465,4.6667
P482517,4394,4.6667
P396423,3947,4.6667
P474124,3886,4.6667
P503176,3878,4.6667
P500316,3830,4.6667
P469476,3746,4.6667
P501479,3644,4.6667
P503765,3602,4.6667
P454825,3059,4.6667
P504179,2935,4.6667
P504909,2556,4.6667
P409732,2187,4.6667
P380539,2063,4.6667
P456550,1953,4.6667
P483058,1797,4.6667
P482076,1665,4.6667
P432401,1649,4.6667
P481185,1630,4.6667
P503198,1549,4.6667
P504916,1507,4.6667
P504509,1420,4.6667
P501799,1337,4.6667
P501972,1192,4.6667
P501968,1184,4.6667
P475972,1174,4.6667
P501220,1037,4.6667
P399255,999,4.6667
P505318,968,4.6667
P448547,873,4.6667
P503312,823,4.6667
P481709,806,4.6667
P482294,715,4.6667
P501227,712,4.6667
P501566,566,4.6667
P504842,557,4.6667
P502230,554,4.6667
P505145,372,4.6667
P427731,0,4.6667
P501242,0,4.6667
P392931,0,4.6667
P482551,16576,4.666
P503909,4009,4.666
P483076,2817,4.666
P12572,6655,4.6659
P500471,6498,4.6652
P296440,22192,4.6651
P477727,5463,4.6647
P12568,6471,4.6645
P2855,840076,4.6643
P449372,57082,4.6643
P0956,6248,4.6642
P448739,7387,4.6634
P257900,76097,4.6633
P472816,51122,4.6631
P219007,17695,4.663
P475064,13577,4.6628
P477809,17469,4.6626
P501766,98474,4.6625
P403812,359779,4.6624
P442793,33669,4.6618
P457884,15780,4.6618
P420162,70979,4.6617
P434206,9585,4.6617
P472455,29046,4.6614
P387261,55129,4.6611
P412536,10547,4.661
P504575,797,4.6607
P501165,9824,4.6605
P398665,9322,4.6604
P399503,63085,4.66
P501315,7663,4.6597
P429018,34411,4.6596
P431416,8653,4.6596
P423135,7054,4.6593
P420913,206040,4.6585
P444417,3579,4.6585
P481729,51752,4.6579
P468828,14481,4.6579
P480575,62919,4.6577
P501166,6654,4.6577
P474054,6158,4.6577
P395206,19617,4.6571
P467750,24347,4.6567
P504277,1182,4.6567
P429242,74272,4.6566
P481144,7439,4.6561
